"No.","Time","Source","Destination","Protocol","Length","Info"
"2940","171.164067","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2950","171.164247","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2956","171.164355","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2975","171.164688","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2981","171.164794","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2987","171.164898","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"2999","171.165108","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3011","171.165318","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3024","171.165573","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3034","171.165746","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3046","171.165957","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3052","171.166062","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3058","171.166168","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3072","171.166419","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3078","171.166524","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3097","171.166862","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3103","171.166968","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3116","171.167195","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3127","171.167390","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3133","171.167496","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3145","171.167706","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3151","171.167816","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3168","171.168079","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3178","171.168198","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3187","171.168307","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3195","171.168403","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3201","171.168478","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3214","171.168636","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3220","171.168708","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3237","171.168910","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3248","171.169042","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3261","171.169199","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3271","171.169326","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3277","171.169398","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3288","171.169530","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3298","171.169646","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3310","171.169803","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3316","171.169875","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3325","171.169981","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3336","171.170113","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3342","171.170185","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3361","171.170414","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3367","171.170486","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3382","171.170662","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3388","171.170734","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3395","171.170820","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3405","171.170938","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3411","171.171011","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3421","171.171134","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3432","171.171269","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3438","171.171340","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3461","171.171616","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3467","171.171689","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3477","171.171807","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3487","171.171927","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3493","171.171999","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3502","171.172106","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3512","171.172223","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3523","171.172357","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3529","171.172431","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3539","171.172551","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3551","171.172692","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3557","171.172762","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3577","171.173019","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3583","171.173094","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3606","171.173374","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3612","171.173447","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3622","171.173564","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3630","171.173659","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3636","171.173730","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3646","171.173849","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3660","171.174015","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3671","171.174145","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3691","171.174384","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3697","171.174454","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3709","171.174596","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3719","171.174718","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3725","171.174788","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3746","171.175038","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3752","171.175108","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3763","171.175241","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3773","171.175364","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3779","171.175434","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3790","171.175565","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3800","171.175681","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3811","171.175813","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3817","171.175888","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3827","171.176009","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3843","171.176199","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3867","171.176490","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3873","171.176558","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3892","171.176777","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3898","171.176847","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3910","171.176984","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3916","171.177052","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3937","171.177295","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3943","171.177366","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3955","171.177501","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3965","171.177612","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3971","171.177685","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3984","171.177832","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"3994","171.177949","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4008","171.178108","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4014","171.178177","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4027","171.178323","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4037","171.178452","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4043","171.178521","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4055","171.178656","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4066","171.178784","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4080","171.178944","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4086","171.179014","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4100","171.179173","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4110","171.179288","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4116","171.179359","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4126","171.179476","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4137","171.179605","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4149","171.179753","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4155","171.179821","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4165","171.179938","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4179","171.180096","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4185","171.180171","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4197","171.180308","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4209","171.180443","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4219","171.180556","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4225","171.180625","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4235","171.180743","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4247","171.180883","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4253","171.180952","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4267","171.181112","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4277","171.181225","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4283","171.181293","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4291","171.181386","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4297","171.181455","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4307","171.181569","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4319","171.181706","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4325","171.181773","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4348","171.182035","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4354","171.182103","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4368","171.182264","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4380","171.182402","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4391","171.182529","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4397","171.182633","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4420","171.183031","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4426","171.183144","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4440","171.183386","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4450","171.183563","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4463","171.183795","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4471","171.183935","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4477","171.184039","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4488","171.184250","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4496","171.184390","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4514","171.184701","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4520","171.184810","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4532","171.185016","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4538","171.185120","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4548","171.185292","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4556","171.185431","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4567","171.185621","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4573","171.185723","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4579","171.185828","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4585","171.185933","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4595","171.186107","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4605","171.186279","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4615","171.186462","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4621","171.186565","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4633","171.186773","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4639","171.186876","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4653","171.187118","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4659","171.187221","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4678","171.187551","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4690","171.187758","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4711","171.188121","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4717","171.188226","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4725","171.188365","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4731","171.188468","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4738","171.188587","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4752","171.188831","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4758","171.188936","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4776","171.189251","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4786","171.189417","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4803","171.189624","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4809","171.189709","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4827","171.189952","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4833","171.190024","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4845","171.190169","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4855","171.190290","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4861","171.190367","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4877","171.190572","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4883","171.190643","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4891","171.190744","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4897","171.190817","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4907","171.190939","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4915","171.191034","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4921","171.191109","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4941","171.191348","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4951","171.191477","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4957","171.191553","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4963","171.191627","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4974","171.191763","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4980","171.191836","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4987","171.191923","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"4997","171.192047","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5003","171.192120","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5019","171.192317","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5025","171.192394","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5040","171.192577","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5046","171.192652","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5064","171.192875","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5070","171.192947","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5084","171.193144","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5090","171.193217","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5100","171.193336","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5112","171.193481","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5122","171.193601","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5134","171.193746","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5144","171.193867","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5155","171.194001","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5161","171.194070","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5171","171.194188","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5184","171.194351","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5194","171.194469","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5207","171.194626","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5217","171.194746","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5227","171.194867","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5233","171.194938","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5241","171.195035","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5254","171.195188","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5264","171.195308","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5277","171.195468","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5291","171.195631","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5301","171.195753","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5315","171.195923","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5324","171.196030","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5334","171.196150","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5340","171.196223","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5348","171.196318","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5363","171.196509","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5372","171.196613","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5382","171.196734","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5388","171.196806","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5396","171.196902","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5406","171.197022","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5412","171.197094","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5423","171.197226","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5433","171.197344","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5445","171.197488","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5451","171.197560","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5457","171.197632","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5468","171.197761","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5476","171.197854","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5482","171.197925","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5498","171.198117","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5504","171.198188","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5523","171.198416","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5529","171.198497","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5547","171.198716","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5553","171.198790","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5571","171.199008","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5577","171.199080","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5593","171.199273","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5599","171.199345","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5615","171.199537","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5621","171.199611","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5645","171.199906","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5651","171.199977","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5659","171.200076","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5669","171.200199","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5675","171.200271","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5692","171.200475","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5698","171.200548","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5714","171.200737","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5720","171.200857","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5738","171.201118","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5744","171.201203","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5762","171.201503","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5768","171.201614","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5779","171.201816","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5785","171.201921","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5791","171.202029","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5810","171.202355","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5816","171.202459","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5831","171.202731","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5837","171.202843","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5857","171.203222","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5863","171.203332","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5875","171.203556","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5881","171.203665","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5891","171.203850","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5901","171.204033","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5915","171.204296","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5927","171.204519","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5937","171.204697","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5950","171.204923","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5956","171.204995","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5979","171.205271","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5985","171.205342","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"5997","171.205486","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6008","171.205627","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6025","171.205903","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6031","171.205972","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6051","171.206206","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6057","171.206276","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
"6069","171.206428","192.168.1.2","192.168.1.4","UDP","834","38730  >  4444 Len=8192"
